Terra Nova do Norte,5108055,53,73349049
Terra Nova,2615201,25,36401819
Terra Nova,2931707,97,80148435
Terra de Areia,4321436,99,94225335
Terra Boa,4127205,85,23440305
Terra Alta,1507961,27,50848107
Terezópolis de Goiás,5221197,96,3326594
Terezinha,2615102,31,79917197
Teresópolis,3305802,28,52065118
Teresina de Goiás,5221080,95,36055612
Teresina,2211001,75,55414139
Terenos,5008008,75,4069959
Teotônio Vilela,2709152,99,75454968
Teolândia,2931608,83,6722578
Teófilo Otoni,3168606,7,512617661
Teofilândia,2931509,62,73523172
Teodoro Sampaio,2931400,9,597382992
Teodoro Sampaio,3554300,86,35257175
Tenório,2516755,34,92260234
Tenente Portela,4321402,98,83300882
Tenente Laurentino Cruz,2414159,41,70696134
Tenente Ananias,2414100,41,6538057
Telha,2807303,59,10166848
Telêmaco Borba,4127106,96,42841698
Tejupá,3554201,11,9117207
Tejuçuoca,2313351,59,53086226
Teixeirópolis,1101559,38,72177681
Teixeiras,3168507,87,53085866
Teixeira Soares,4127007,77,91721545
Teixeira de Freitas,2931350,86,92307232
Teixeira,2516706,20,42167744
Tefé,1304203,73,90672876
Tavares,2516607,55,69987004
Tavares,4321352,56,5004185
Taubaté,3554102,78,62707888
Tauá,2313302,97,23698766
Tatuí,3554003,36,5680007
Tasso Fragoso,2112001,65,64011962
Tarumirim,3168408,37,23344938
Tarumã,3553955,19,23725187
Tartarugalzinho,1600709,84,20578248
Tarrafas,2313252,12,14245186
Tarauacá,1200609,96,20335618
Tarabai,3553906,10,63540694
Taquarussu,5007976,62,94779053
Taquaruçu do Sul,4321329,91,17101266
Taquarivaí,3553856,39,9471016
Taquarituba,3553807,74,70230995
Taquaritinga do Norte,2615003,81,19831258
Taquaritinga,3553708,36,88371911
Taquari,4321303,38,54757
Taquarana,2709103,68,24541997
Taquaral de Goiás,5221007,49,99881426
Taquaral,3553658,15,9830416
Taquaraçu de Minas,3168309,85,40211515
Taquara,4321204,74,10866315
Tapurah,5108006,21,7713895
Tapiratiba,3553609,67,56943123
Tapiramutá,2931301,16,17365785
Tapiraí,3168200,8,24420752
Tapiraí,3553500,94,10204422
Tapira,3168101,22,96303023
Tapira,4126900,25,18330291
Tapes,4321105,39,62571112
Taperoá,2516508,38,82293191
Taperoá,2931202,11,71796803
Tapera,4321006,79,5333993
Tapejara,4126801,71,85310687
Tapejara,4320909,97,17686126
Tapauá,1304104,97,19926927
Taparuba,3168051,27,57982366
Tanquinho,2931103,52,3946094
Tanque Novo,2931053,24,67701685
Tanque do Piauí,2210979,67,97891574
Tanque d'Arca,2709004,54,1363734
Tanhaçu,2931004,58,42054002
Tanguá,3305752,53,68966309
Tangará da Serra,5107958,22,99775559
Tangará,2414001,26,11931557
Tangará,4217907,54,34987583
Tanabi,3553401,22,72387409
Tamboril do Piauí,2210953,69,53699626
Tamboril,2313203,97,34321629
Tamboara,4126702,55,96701904
Tambaú,3553302,37,85805111
Tamarana,4126678,72,35204341
Tamandaré,2614857,5,473405809
Talismã,1720978,5,109888389
Taiúva,3553203,17,51340097
Taipu,2413904,71,1121992
Taipas do Tocantins,1720937,86,70193705
Taiobeiras,3168002,99,5319438
Taió,4217808,18,20402579
Tailândia,1507953,4,836766629
Taiaçu,3553104,95,10981499
Taguatinga,1720903,65,42725173
Taguaí,3553005,64,8824057
Tacuru,5007950,94,47986802
Tacima,2516409,85,68566598
Taciba,3552908,85,27791531
Tacaratu,2614808,35,85553867
Tacaimbó,2614709,17,709499
Tabuleiro do Norte,2313104,29,96573646
Tabuleiro,3167905,77,70327402
Taboleiro Grande,2413805,59,8474663
Tabocas do Brejo Velho,2930907,11,41794331
Taboão da Serra,3552809,50,43700624
Tabira,2614600,71,53042259
Tabatinga,1304062,28,38587565
Tabatinga,3552700,40,93870145
Tabapuã,3552601,69,15193603
Tabaporã,5107941,74,3299653
Tabaí,4320859,6,269444315
Suzano,3552502,36,14666939
Suzanápolis,3552551,84,76393747
Sussuapara,2210938,33,5222343
Surubim,2614501,49,6113973
Sumidouro,3305703,19,78663849
Sumé,2516300,23,3220478
Sumaré,3552403,39,62092474
Sulina,4126652,33,8688003
Sul Brasil,4217758,62,292784
Sud Mennucci,3552304,47,1459878
Sucupira do Riachão,2111953,33,5616318
Sucupira do Norte,2111904,40,23629381
Sucupira,1720853,40,51210504
Souto Soares,2930808,21,9851445
Sousa,2516201,56,98173356
Soure,1507904,89,62464719
Sossêgo,2516151,95,66523005
Sorriso,5107925,88,74302027
Sorocaba,3552205,38,5942358
Sooretama,3205010,52,40231895
Sonora,5007935,4,334518128
Sombrio,4217709,68,62654465
Solonópole,2313005,84,30470102
Solidão,2614402,67,50829557
Soledade de Minas,3167806,76,72340915
Soledade,2516102,22,95997642
Soledade,4320800,82,5080156
Solânea,2516003,1,414184817
Socorro do Piauí,2210904,94,81851769
Socorro,3552106,94,77371263
Sobrália,3167707,55,94532586
Sobral,2312908,99,6506206
Sobrado,2515971,58,69565272
Sobradinho,2930774,43,82228088
Sobradinho,4320701,17,1983363
Sítio Novo do Tocantins,1720804,7,595701924
Sítio Novo,2111805,59,41814213
Sítio Novo,2413706,82,36691014
Sítio do Quinto,2930766,50,2565146
Sítio do Mato,2930758,81,67208177
Sítio d'Abadia,5220702,16,14955964
Siriri,2807204,47,4608324
Sirinhaém,2614204,39,84954584
Siqueira Campos,4126603,64,82509859
Sinop,5107909,49,28737249
Sinimbu,4320677,65,12352154
Simplício Mendes,2210805,89,2165185
Simonésia,3167608,21,53056111
Simolândia,5220686,37,17888961
Simões Filho,2930709,48,4610699
Simões,2210706,41,797994
Simão Pereira,3167509,72,3380361
Simão Dias,2807105,46,42752781
Silvianópolis,3167400,96,23735011
Silves,1304005,51,4567829
Silveiras,3552007,57,32578121
Silveirânia,3167301,4,427904813
Silveira Martins,4320651,30,84748021
Silvanópolis,1720655,46,19509548
Silvânia,5220603,31,51253579
Silva Jardim,3305604,24,11221044
Sigefredo Pacheco,2210656,79,87847189
Sidrolândia,5007901,62,3072483
Siderópolis,4217600,55,66249272
Severínia,3551900,95,48451435
Severiano Melo,2413607,11,45773114
Severiano de Almeida,4320602,53,1741732
Setubinha,3165552,15,53685151
Sete Quedas,5007703,51,25514474
Sete Lagoas,3167202,65,93346855
Sete de Setembro,4320578,72,25045553
Sete Barras,3551801,26,78418599
Sertãozinho,2515930,71,49229902
Sertãozinho,3551702,75,648609
Sertão Santana,4320552,54,88527798
Sertão,4320503,26,47460634
Sertanópolis,4126504,66,7337312
Sertânia,2614105,42,58205231
Sertaneja,4126405,91,74068901
Serrolândia,2930600,89,28978201
Serro,3167103,46,11307852
Serrita,2614006,53,37173022
Serrinha dos Pintos,2413557,71,80233677
Serrinha,2413508,50,69266026
Serrinha,2930501,78,45802912
Serraria,2515906,40,41644916
Serranos,3167004,25,38786864
Serranópolis do Iguaçu,4126355,57,48621255
Serranópolis de Minas,3166956,89,51406195
Serranópolis,5220504,72,84306251
Serrano do Maranhão,2111789,58,3785513
Serrania,3166907,28,62331289
Serrana,3551504,95,659483
Serra Talhada,2613909,4,498055922
Serra Redonda,2515807,96,51580236
Serra Preta,2930402,91,69619639
Serra Nova Dourada,5107883,2,213817783
Serra Negra do Norte,2413409,28,89239265
Serra Negra,3551603,98,81402918
Serra Grande,2515708,75,57098931
Serra Dourada,2930303,79,2322518
Serra dos Aimorés,3166709,98,88892222
Serra do Salitre,3166808,44,7075728
Serra do Ramalho,2930154,77,5514774
Serra do Navio,1600055,35,54409251
Serra do Mel,2413359,90,75102241
Serra de São Bento,2413300,15,67743333
Serra da Saudade,3166600,74,66185401
Serra da Raiz,2515609,40,88856049
Serra Branca,2515500,6,605564804
Serra Azul de Minas,3166501,96,90731278
Serra Azul,3551405,6,115033694
Serra Alta,4217550,12,12416753
Serra,3205002,8,860752651
Seropédica,3305554,10,98374
Seritinga,3166402,45,419582
Sério,4320453,46,40920959
Seringueiras,1101500,34,14752843
Seridó,2515401,55,38745213
Sericita,3166303,81,3244207
Serafina Corrêa,4320404,93,61960142
Sento Sé,2930204,19,29154317
Sentinela do Sul,4320354,63,2823881
Senhora dos Remédios,3166204,11,23168926
Senhora do Porto,3166105,56,96299161
Senhora de Oliveira,3166006,18,3971418
Senhor do Bonfim,2930105,45,63507206
Sengés,4126306,39,73056333
Senador Salgado Filho,4320321,53,91613973
Senador Sá,2312809,11,92730337
Senador Rui Palmeira,2708956,87,18577325
Senador Pompeu,2312700,46,9602453
Senador Modestino Gonçalves,3165909,9,817658739
Senador La Rocque,2111763,24,77603798
Senador José Porfírio,1507805,60,37168115
Senador José Bento,3165800,34,82140335
Senador Guiomard,1200450,23,46989208
Senador Georgino Avelino,2413201,9,150297311
Senador Firmino,3165701,49,93199275
Senador Elói de Souza,2413102,91,18900255
Senador Cortes,3165602,43,80105191
Senador Canedo,5220454,84,68554637
Senador Amaral,3165578,78,33685908
Senador Alexandre Costa,2111748,95,91982889
Sena Madureira,1200500,50,30450467
Sem-Peixe,3165560,1,215097027
Selvíria,5007802,35,33217036
Selbach,4320305,22,32816735
Segredo,4320263,15,96805445
Sede Nova,4320230,30,76981987
Seberi,4320206,77,2246739
Sebastião Leal,2210631,28,5151111
Sebastião Laranjeiras,2930006,39,33885215
Sebastião Barros,2210623,48,41285658
Sebastianópolis do Sul,3551306,57,93906523
Seara,4217501,99,7091487
Seabra,2929909,78,22969878
Schroeder,4217402,66,3045794
Saúde,2929800,91,22199586
Saudades,4217303,69,36072287
Saudade do Iguaçu,4126272,48,3918775
Saubara,2929750,16,54953363
Satubinha,2111722,19,67433376
Satuba,2708907,12,19988789
Sátiro Dias,2929701,50,33040008
Sarzedo,3165537,52,76129712
Sarutaiá,3551207,3,820286996
Sardoá,3165503,33,30062152
Sarapuí,3551108,1,288833624
Sarandi,4126256,56,82252162
Sarandi,4320107,97,45336517
Saquarema,3305505,95,22441569
Sapucaí-Mirim,3165404,64,95992261
Sapucaia do Sul,4320008,12,11126098
Sapucaia,1507755,81,2582215
Sapucaia,3305406,55,22331453
Sapopema,4126207,31,78718164
Sapiranga,4319901,14,85300959
Sapezal,5107875,14,40330808
Sapeaçu,2929602,60,55867714
Sapé,2515302,69,25772185
São Vicente Ferrer,2111706,81,11844264
São Vicente Ferrer,2613800,47,696999
São Vicente do Sul,4319802,33,85444035
São Vicente de Minas,3165305,46,59410917
São Vicente,2413003,70,91335764
São Vicente,3551009,27,13871682
São Vendelino,4319752,89,69615882
São Valério do Sul,4319737,44,7966038
São Valério,1720499,95,27037781
São Valentim do Sul,4319711,93,98993787
São Valentim,4319703,71,15765499
São Tomé,2412906,52,80175201
São Tomé,4126108,9,44744886
São Tomás de Aquino,3165107,51,2196953
São Tiago,3165008,50,51149838
São Thomé das Letras,3165206,61,20503162
São Simão,3550902,54,8373629
São Simão,5220405,62,99970083
São Sepé,4319604,72,73459925
São Sebastião do Umbuzeiro,2515203,39,70928031
São Sebastião do Uatumã,1303957,62,71880115
São Sebastião do Tocantins,1720309,94,79714704
São Sebastião do Rio Verde,3164902,22,10875075
São Sebastião do Rio Preto,3164803,68,69474628
São Sebastião do Passé,2929503,96,6492181
São Sebastião do Paraíso,3164704,15,11614164
São Sebastião do Oeste,3164605,9,728964812
São Sebastião do Maranhão,3164506,5,354199932
São Sebastião do Caí,4319505,53,19751517
São Sebastião do Anta,3164472,71,2751338
São Sebastião do Alto,3305307,64,95931545
São Sebastião de Lagoa de Roça,2515104,3,712426468
São Sebastião da Vargem Alegre,3164431,34,26854568
São Sebastião da Grama,3550803,80,74734069
São Sebastião da Boa Vista,1507706,31,26858657
São Sebastião da Bela Vista,3164407,32,71392365
São Sebastião da Amoreira,4126009,14,41461572
São Sebastião,2708808,86,20653486
São Sebastião,3550704,5,417224526
São Salvador do Tocantins,1720259,32,18703174
São Roque do Canaã,3204955,27,63548433
São Roque de Minas,3164308,54,5539934
São Roque,3550605,67,92223766
São Romão,3164209,28,28959378
São Roberto,2111672,44,4523338
São Raimundo Nonato,2210607,61,631398
São Raimundo do Doca Bezerra,2111631,46,98027083
São Raimundo das Mangabeiras,2111607,49,38752056
São Rafael,2412807,41,36611019
São Pedro dos Ferros,3164001,69,18863073
São Pedro dos Crentes,2111573,78,79921265
São Pedro do Turvo,3550506,63,63575125
São Pedro do Sul,4319406,32,66147388
São Pedro do Suaçuí,3164100,8,97456261
São Pedro do Piauí,2210508,13,85399045
São Pedro do Paraná,4125902,81,62166755
São Pedro do Ivaí,4125803,72,9090072
São Pedro do Iguaçu,4125753,19,6500486
São Pedro do Butiá,4319372,84,74074108
São Pedro de Alcântara,4217253,27,9818957
São Pedro das Missões,4319364,54,7193082
São Pedro da União,3163904,33,90922878
São Pedro da Serra,4319356,96,92220666
São Pedro da Cipa,5107404,75,4175389
São Pedro da Aldeia,3305208,17,68295989
São Pedro da Água Branca,2111532,24,73588703
São Pedro,2412708,33,89476607
São Pedro,3550407,53,51331302
São Paulo do Potengi,2412609,98,24055991
São Paulo de Olivença,1303908,88,85621005
São Paulo das Missões,4319307,4,144349692
São Paulo,3550308,31,72724473
São Patrício,5220280,5,41178435
São Nicolau,4319208,29,94784527
São Miguel dos Milagres,2708709,34,74837738
São Miguel dos Campos,2708600,3,228890697
São Miguel do Tocantins,1720200,4,924114761
São Miguel do Tapuio,2210409,87,18753284
São Miguel do Passa Quatro,5220264,81,8993624
São Miguel do Oeste,4217204,16,98402248
São Miguel do Iguaçu,4125704,82,32828397
São Miguel do Guaporé,1100320,34,7855703
São Miguel do Guamá,1507607,22,99938687
São Miguel do Gostoso,2412559,24,73838948
São Miguel do Fidalgo,2210391,86,78349507
São Miguel do Araguaia,5220207,36,29558614
São Miguel do Anta,3163805,99,87446
São Miguel do Aleixo,2807006,22,97408941
São Miguel de Taipu,2515005,74,6031856
São Miguel das Missões,4319158,74,9728954
São Miguel das Matas,2929404,96,12809005
São Miguel da Boa Vista,4217154,58,16798328
São Miguel da Baixa Grande,2210383,72,6197374
São Miguel Arcanjo,3550209,13,12045514
São Miguel,2412500,59,73186097
São Mateus do Sul,4125605,22,25978039
São Mateus do Maranhão,2111508,14,1989165
São Mateus,3204906,3,147003791
São Martinho da Serra,4319125,45,61268732
São Martinho,4217105,24,31101983
São Martinho,4319109,84,39739102
São Marcos,4319000,80,51354778
São Manuel,3550100,79,3779766
São Manoel do Paraná,4125555,22,56696644
São Mamede,2514909,20,47249
São Luiz Gonzaga,4318903,2,137948276
São Luíz do Norte,5220157,17,39462383
São Luiz,1400605,24,54349187
São Luís Gonzaga do Maranhão,2111409,60,998389
São Luís do Quitunde,2708501,35,42319011
São Luis do Piauí,2210375,87,26178314
São Luís do Paraitinga,3550001,22,57341067
São Luís do Curu,2312601,20,69233784
São Luís de Montes Belos,5220108,89,50984285
São Luís,2111300,38,45175101
São Ludgero,4217006,97,34871019
São Lourenço do Sul,4318804,79,83870604
São Lourenço do Piauí,2210359,99,75579264
São Lourenço do Oeste,4216909,62,21670508
São Lourenço da Serra,3549953,92,6852194
São Lourenço da Mata,2613701,32,36523229
São Lourenço,3163706,33,42672901
São Leopoldo,4318705,85,30052617
São Julião,2210300,10,36289603
São José dos Ramos,2514453,45,29834884
São José dos Quatro Marcos,5107107,48,39268406
São José dos Pinhais,4125506,27,30368046
São José dos Cordeiros,2514800,67,76619999
São José dos Campos,3549904,0,92383463
São José dos Basílios,2111250,29,79356689
São José dos Ausentes,4318622,2,768114965
São José do Xingu,5107354,10,41948602
São José do Vale do Rio Preto,3305158,45,65175908
São José do Sul,4318614,45,29330034
São José do Seridó,2412401,67,68334646
São José do Sabugi,2514701,65,11665767
São José do Rio Preto,3549805,26,7387423
São José do Rio Pardo,3549706,97,68933758
São José do Rio Claro,5107305,75,88183006
São José do Povo,5107297,81,83642417
São José do Piauí,2210201,48,78899922
São José do Peixe,2210102,11,14682011
São José do Ouro,4318606,72,23056427
São José do Norte,4318507,88,8903326
São José do Mantimento,3163607,77,39792488
