Alto Alegre do Maranhão;2100436;7;536245976
Alto Alegre do Pindaré;2100477;96;14080486
Alto Alegre dos Parecis;1100379;85;19995089
Alto Araguaia;5100300;52;78638293
Alto Bela Vista;4200754;32;47890979
Alto Boa Vista;5100359;60;4714138
Alto Caparaó;3102050;54;34743287
Alto do Rodrigues;2400703;23;87770606
Alto Feliz;4300570;85;72713516
Alto Garças;5100409;41;26945453
Alto Horizonte;5200555;54;80799349
Alto Jequitibá;3153509;87;15173054
Alto Longá;2200301;77;67265473
Alto Paraguai;5100508;28;83577029
Alto Paraíso;1100403;47;15364305
Alto Paraíso;4128625;71;86074824
Alto Paraíso de Goiás;5200605;45;75276293
Alto Paraná;4100608;64;22297862
Alto Parnaíba;2100501;20;3333916
Alto Piquiri;4100707;49;26018627
Alto Rio Doce;3102100;46;39765725
Alto Rio Novo;3200359;56;66378065
Alto Santo;2300705;11;36373087
Alto Taquari;5100607;58;166773
Altônia;4100509;73;36457723
Altos;2200400;90;2243156
Alumínio;3501152;92;76358965
Alvarães;1300029;41;3721348
Alvarenga;3102209;46;47923722
Álvares Florence;3501202;20;65316559
Álvares Machado;3501301;13;3498435
Álvaro de Carvalho;3501400;99;74569222
Alvinlândia;3501509;94;18989296
Alvinópolis;3102308;96;40675769
Alvorada;1700707;69;12385482
Alvorada;4300604;84;578189
Alvorada D'Oeste;1100346;30;6459451
Alvorada de Minas;3102407;6;649376783
Alvorada do Gurguéia;2200459;85;43016273
Alvorada do Norte;5200803;52;79105119
Alvorada do Sul;4100806;62;75607275
Amajari;1400027;18;43235907
Amambai;5000609;91;79189389
Amapá;1600105;57;65625232
Amapá do Maranhão;2100550;84;32871154
Amaporã;4100905;93;65548714
Amaraji;2600906;82;25361049
Amaral Ferrador;4300638;14;30063623
Amaralina;5200829;97;17417302
Amarante;2200509;49;19289375
Amarante do Maranhão;2100600;26;3936327
Amargosa;2901007;38;43709061
Amaturá;1300060;92;61650514
Amélia Rodrigues;2901106;45;67087572
América Dourada;2901155;53;17729372
Americana;3501608;41;46591838
Americano do Brasil;5200852;88;37014547
Américo Brasiliense;3501707;58;14357981
Américo de Campos;3501806;70;31752136
Ametista do Sul;4300646;17;81168453
Amontada;2300754;12;17637036
Amorinópolis;5200902;24;7132887
Amparo;2500734;15;24123484
Amparo;3501905;40;71133999
Amparo de São Francisco;2800100;64;49016773
Amparo do Serra;3102506;76;91140387
Ampére;4101002;5;820777578
Anadia;2700201;88;50424746
Anagé;2901205;36;1299455
Anahy;4101051;57;28392991
Anajás;1500701;56;551912
Anajatuba;2100709;52;8256414
Analândia;3502002;28;12665425
Anamã;1300086;27;30464641
Ananás;1701002;50;12838184
Ananindeua;1500800;55;2246948
Anápolis;5201108;32;55797866
Anapu;1500859;40;2532423
Anapurus;2100808;80;88263263
Anastácio;5000708;40;89233938
Anaurilândia;5000807;80;82749202
Anchieta;3200409;27;91377128
Anchieta;4200804;91;6047276
Andaraí;2901304;41;20465263
Andirá;4101101;12;93940542
Andorinha;2901353;77;50026945
Andradas;3102605;89;95448434
Andradina;3502101;90;54793503
André da Rocha;4300661;40;70732048
Andrelândia;3102803;12;81297466
Angatuba;3502200;60;76631908
Angelândia;3102852;42;54276992
Angélica;5000856;26;66546106
Angelim;2601003;7;621051349
Angelina;4200903;62;93295345
Angical;2901403;22;7473376
Angical do Piauí;2200608;69;73000575
Angico;1701051;85;31543172
Angicos;2400802;88;69162248
Angra dos Reis;3300100;92;74088665
Anguera;2901502;14;50498243
Ângulo;4101150;23;53289136
Anhanguera;5201207;15;12534472
Anhembi;3502309;21;91588306
Anhumas;3502408;78;58210742
Anicuns;5201306;0;680378581
Anísio de Abreu;2200707;6;534794559
Anita Garibaldi;4201000;85;44095858
Anitápolis;4201109;20;21490552
Anori;1300102;24;56233676
Anta Gorda;4300703;24;44186539
Antas;2901601;85;24364445
Antonina;4101200;89;98189805
Antonina do Norte;2300804;86;3172944
Antônio Almeida;2200806;20;33849373
Antônio Cardoso;2901700;15;4226683
Antônio Carlos;3102902;8;705825778
Antônio Carlos;4201208;58;22496879
Antônio Dias;3103009;94;2663932
Antônio Gonçalves;2901809;86;46816215
Antônio João;5000906;11;4723484
Antônio Martins;2400901;25;92834121
Antônio Olinto;4101309;21;1042069
Antônio Prado;4300802;47;25054778
Antônio Prado de Minas;3103108;60;87415914
Aparecida;2500775;72;98760875
Aparecida;3502507;66;79761332
Aparecida d'Oeste;3502606;67;66304645
Aparecida de Goiânia;5201405;73;2021467
Aparecida do Rio Doce;5201454;0;438647825
Aparecida do Rio Negro;1701101;75;24840724
Aparecida do Taboado;5001003;49;50924535
Aperibé;3300159;26;56495199
Apiacá;3200508;19;71331481
Apiacás;5100805;10;84066668
Apiaí;3502705;60;20942325
Apicum-Açu;2100832;55;70050382
Apiúna;4201257;6;707850546
Apodi;2401008;52;15915171
Aporá;2901908;58;92521344
Aporé;5201504;27;40976938
Apuarema;2901957;40;47113357
Apucarana;4101408;19;56397557
Apuí;1300144;32;76746063
Apuiarés;2300903;37;6353273
Aquidabã;2800209;36;53370486
Aquidauana;5001102;80;40875534
Aquiraz;2301000;28;20237081
Arabutã;4201273;34;90298099
Araçagi;2500809;59;6840914
Araçaí;3103207;26;46476538
Aracaju;2800308;88;39376237
Araçariguama;3502754;41;47419933
Araças;2902054;25;1181296
Aracati;2301109;91;52472328
Aracatu;2902005;9;261160814
Araçatuba;3502804;31;41808902
Araci;2902104;20;72552188
Aracitaba;3103306;56;87603638
Aracoiaba;2301208;26;51732737
Araçoiaba;2601052;62;9615853
Araçoiaba da Serra;3502903;42;44147611
Aracruz;3200607;65;58751046
Araçu;5201603;44;50346824
Araçuaí;3103405;62;9869014
Aragarças;5201702;35;1364087
Aragoiânia;5201801;17;9230797
Aragominas;1701309;17;79360154
Araguacema;1701903;37;57774175
Araguaçu;1702000;55;69174358
Araguaiana;5101001;72;33224348
Araguaína;1702109;70;69017946
Araguainha;5101209;9;821171916
Araguanã;1702158;77;77104305
Araguanã;2100873;28;12422651
Araguapaz;5202155;12;32757585
Araguari;3103504;13;36950164
Araguatins;1702208;72;5380601
Araioses;2100907;34;91115917
Aral Moreira;5001243;11;48538029
Aramari;2902203;20;26449318
Arambaré;4300851;14;28927386
Arame;2100956;68;44702135
Aramina;3503000;80;95107687
Arandu;3503109;12;7983986
Arantina;3103603;9;908542168
Arapeí;3503158;52;5080721
Arapiraca;2700300;54;8868239
Arapoema;1702307;83;40564353
Araponga;3103702;94;59185876
Arapongas;4101507;44;3974026
Araporã;3103751;88;24918598
Arapoti;4101606;13;98489384
Arapuá;3103801;26;90702
Arapuã;4101655;85;39487759
Araputanga;5101258;44;79611092
Araquari;4201307;73;92243542
Arara;2500908;24;67290496
Araranguá;4201406;41;3730733
Araraquara;3503208;36;31356379
Araras;3503307;34;29650758
Ararendá;2301257;91;8097408
Arari;2101004;81;52454238
Araricá;4300877;73;6071724
Araripe;2301307;9;864170378
Araripina;2601102;98;8685002
Araruama;3300209;27;25244193
Araruna;2501005;11;71224334
Araruna;4101705;88;19816424
Arataca;2902252;83;96627971
Aratiba;4300901;21;84379526
Aratuba;2301406;69;31386158
Aratuípe;2902302;45;95329803
Arauá;2800407;50;68503453
Araucária;4101804;6;326228567
Araújos;3103900;76;29095855
Araxá;3104007;79;97875457
Arceburgo;3104106;85;20935007
Arco-Íris;3503356;33;3977791
Arcos;3104205;29;48860692
Arcoverde;2601201;60;12163313
Areado;3104304;33;97710462
Areal;3300225;85;4925495
Arealva;3503406;66;30825843
Areia;2501104;50;31884141
Areia Branca;2401107;52;42832408
Areia Branca;2800506;13;44884391
Areia de Baraúnas;2501153;61;94997269
Areial;2501203;62;5901693
Areias;3503505;77;80595052
Areiópolis;3503604;83;92665276
Arenápolis;5101308;62;70879634
Arenópolis;5202353;70;65146482
Arês;2401206;40;6856777
Argirita;3104403;13;14012935
Aricanduva;3104452;2;742487585
Arinos;3104502;65;14219459
Aripuanã;5101407;51;41643591
Ariquemes;1100023;95;60894501
Ariranha;3503703;1;297314515
Ariranha do Ivaí;4101853;23;42251293
Armação dos Búzios;3300233;66;24540644
Armazém;4201505;49;10221388
Arneiroz;2301505;18;59422069
Aroazes;2200905;7;855088768
Aroeiras;2501302;97;74380506
Aroeiras do Itaim;2200954;47;10419823
Arraial;2201002;50;8597629
Arraial do Cabo;3300258;7;540148999
Arraias;1702406;44;22926926
Arroio do Meio;4301008;50;608466
Arroio do Padre;4301073;59;5999539
Arroio do Sal;4301057;44;8628613
Arroio do Tigre;4301206;43;34191582
Arroio dos Ratos;4301107;61;7153925
Arroio Grande;4301305;89;36224249
Arroio Trinta;4201604;91;1819724
Artur Nogueira;3503802;67;87705425
Aruanã;5202502;58;85591875
Arujá;3503901;36;35051175
Arvoredo;4201653;77;6136807
Arvorezinha;4301404;95;95271946
Ascurra;4201703;94;54358399
Aspásia;3503950;19;67994754
Assaí;4101903;33;9115046
Assaré;2301604;46;2211199
Assis;3504008;24;21390233
Assis Brasil;1200054;5;779055616
Assis Chateaubriand;4102000;15;18263822
Assunção;2501351;2;966291661
Assunção do Piauí;2201051;49;32775024
Astolfo Dutra;3104601;72;49398737
Astorga;4102109;63;88897059
Atalaia;2700409;96;35439538
Atalaia;4102208;83;66848905
Atalaia do Norte;1300201;96;78514806
Atalanta;4201802;17;740975
Ataléia;3104700;60;5626023
Atibaia;3504107;0;464418278
Atilio Vivacqua;3200706;59;44633097
Augustinópolis;1702554;56;85695657
Augusto Corrêa;1500909;77;53498185
Augusto de Lima;3104809;40;61532941
Augusto Pestana;4301503;88;65054941
Augusto Severo;2401305;15;84689959
Áurea;4301552;38;37353899
Aurelino Leal;2902401;73;81198012
Auriflama;3504206;56;53252641
Aurilândia;5202601;47;57083717
Aurora;2301703;71;16322462
Aurora;4201901;51;43886302
Aurora do Pará;1500958;59;66447222
Aurora do Tocantins;1702703;80;85535793
Autazes;1300300;83;51167607
Avaí;3504305;72;67974577
Avanhandava;3504404;62;13248314
Avaré;3504503;4;590326317
Aveiro;1501006;16;97812041
Avelino Lopes;2201101;27;73905009
Avelinópolis;5202809;46;35181946
Axixá;2101103;74;86659819
Axixá do Tocantins;1702901;58;15326081
Babaçulândia;1703008;90;78210239
Bacabal;2101202;54;36311975
Bacabeira;2101251;34;8946818
Bacuri;2101301;99;2161478
Bacurituba;2101350;8;78538981
Bady Bassitt;3504602;28;31850596
Baependi;3104908;65;68867512
Bagé;4301602;39;8585324
Bagre;1501105;94;52767701
Baía da Traição;2501401;51;6526054
Baía Formosa;2401404;63;19233282
Baianópolis;2902500;21;45213739
Baião;1501204;94;12963953
Baixa Grande;2902609;1;168339284
Baixa Grande do Ribeiro;2201150;66;7760655
Baixio;2301802;69;61197619
Baixo Guandu;3200805;41;50209812
Balbinos;3504701;84;62153715
Baldim;3105004;40;20354529
Baliza;5203104;78;98640858
Balneário Arroio do Silva;4201950;86;99858716
Balneário Barra do Sul;4202057;93;1719546
Balneário Camboriú;4202008;52;68442
Balneário Gaivota;4202073;24;36955504
Balneário Piçarras;4212809;17;53102669
Balneário Pinhal;4301636;40;71018368
Balsa Nova;4102307;96;35522659
Bálsamo;3504800;91;71075686
Balsas;2101400;33;10236834
Bambuí;3105103;53;99514886
Banabuiú;2301851;60;86752972
Bananal;3504909;38;48067794
Bananeiras;2501500;23;130788
Bandeira;3105202;25;14173054
Bandeira do Sul;3105301;19;16413258
Bandeirante;4202081;87;36383882
Bandeirantes;4102406;81;61757005
Bandeirantes;5001508;8;814224099
Bandeirantes do Tocantins;1703057;23;48012621
Bannach;1501253;28;30985793
Banzaê;2902658;58;24054728
Barão;4301651;42;48003891
Barão de Antonina;3505005;67;68643439
Barão de Cocais;3105400;13;3057245
Barão de Cotegipe;4301701;97;23625991
Barão de Grajaú;2101509;96;96037382
Barão de Melgaço;5101605;91;41493657
Barão de Monte Alto;3105509;74;64008157
Barão do Triunfo;4301750;7;407335868
Baraúna;2401453;47;33720065
Baraúna;2501534;72;64957781
Barbacena;3105608;77;40636718
Barbalha;2301901;60;80455452
Barbosa;3505104;36;31052553
Barbosa Ferraz;4102505;74;60534355
Barcarena;1501303;78;52832912
Barcelona;2401503;46;24087237
Barcelos;1300409;52;5303223
Bariri;3505203;4;952715444
Barra;2902708;20;3911271
Barra Bonita;3505302;13;20491507
Barra Bonita;4202099;59;16888318
Barra D'Alcântara;2201176;87;2610173
Barra da Estiva;2902807;90;64891987
Barra de Guabiraba;2601300;57;3874697
Barra de Santa Rosa;2501609;55;43559792
Barra de Santana;2501575;81;20000694
Barra de Santo Antônio;2700508;36;11322425
Barra de São Francisco;3200904;15;8167963
Barra de São Miguel;2501708;64;112327
Barra de São Miguel;2700607;12;74077443
Barra do Bugres;5101704;24;90862586
Barra do Chapéu;3505351;35;96713796
Barra do Choça;2902906;49;58484582
Barra do Corda;2101608;71;34091311
Barra do Garças;5101803;74;76521667
Barra do Guarita;4301859;56;18107006
Barra do Jacaré;4102703;31;30974253
Barra do Mendes;2903003;81;41753367
Barra do Ouro;1703073;29;72011711
Barra do Piraí;3300308;90;5097655
Barra do Quaraí;4301875;42;32215557
Barra do Ribeiro;4301909;62;23383471
Barra do Rio Azul;4301925;33;4292404
Barra do Rocha;2903102;38;82252357
Barra do Turvo;3505401;11;21056707
Barra dos Coqueiros;2800605;0;954935032
Barra Funda;4301958;78;12856656
Barra Longa;3105707;1;70177539
Barra Mansa;3300407;31;97309236
Barra Velha;4202107;39;11803659
Barracão;4102604;62;53096331
Barracão;4301800;50;27195266
Barras;2201200;17;94090831
Barreira;2301950;38;45520623
Barreiras;2903201;48;96957934
Barreiras do Piauí;2201309;72;1411352
Barreirinha;1300508;79;7521541
Barreirinhas;2101707;84;35954212
Barreiros;2601409;74;15125118
Barretos;3505500;33;10929196
Barrinha;3505609;40;69044279
Barro;2302008;58;64264839
Barro Alto;2903235;48;20522804
Barro Alto;5203203;35;93744819
Barro Duro;2201408;86;85898727
Barro Preto;2903300;81;5412461
Barrocas;2903276;50;6754274
Barrolândia;1703107;84;88598726
Barroquinha;2302057;38;43741472
Barros Cassal;4302006;32;79083883
Barroso;3105905;9;967941118
Barueri;3505708;25;74844447
Bastos;3505807;34;84798383
Bataguassu;5001904;18;4173657
Batalha;2201507;28;39098286
Batalha;2700706;53;17343697
Batatais;3505906;54;90507536
Batayporã;5002001;63;31388013
Baturité;2302107;34;84327281
Bauru;3506003;82;91400909
Bayeux;2501807;10;385301
Bebedouro;3506102;6;3281018
Beberibe;2302206;11;33239762
Bela Cruz;2302305;9;895687216
Bela Vista;5002100;25;3754957
Bela Vista da Caroba;4102752;42;39363085
Bela Vista de Goiás;5203302;82;2129804
Bela Vista de Minas;3106002;83;40123014
Bela Vista do Maranhão;2101772;59;19003564
Bela Vista do Paraíso;4102802;88;17036491
Bela Vista do Piauí;2201556;26;38143038
Bela Vista do Toldo;4202131;84;4659615
Belágua;2101731;9;667898134
Belém;1501402;46;20397592
Belém;2501906;28;24261217
Belém;2700805;55;2731778
Belém de Maria;2601508;17;48865314
Belém do Brejo do Cruz;2502003;56;56167745
Belém do Piauí;2201572;92;26528088
Belém do São Francisco;2601607;8;1450692
Belford Roxo;3300456;41;47669046
Belmiro Braga;3106101;22;88609155
Belmonte;2903409;51;7753332
Belmonte;4202156;23;69119562
Belo Campo;2903508;30;6058258
Belo Horizonte;3106200;96;285977
Belo Jardim;2601706;22;38117323
Belo Monte;2700904;3;997264608
Belo Oriente;3106309;95;90631602
Belo Vale;3106408;4;401716108
Belterra;1501451;31;57136496
Beneditinos;2201606;25;36701948
Benedito Leite;2101806;70;67830082
Benedito Novo;4202206;87;64993253
Benevides;1501501;13;87045661
Benjamin Constant;1300607;15;87978059
Benjamin Constant do Sul;4302055;68;63092002
Bento de Abreu;3506201;13;28652847
Bento Fernandes;2401602;54;36484013
Bento Gonçalves;4302105;17;91069877
Bequimão;2101905;85;55127061
Berilo;3106507;3;66541543
Berizal;3106655;98;53797945
Bernardino Batista;2502052;8;957519881
Bernardino de Campos;3506300;76;2191486
Bernardo do Mearim;2101939;57;5960238
Bernardo Sayão;1703206;98;27413785
Bertioga;3506359;45;69748131
Bertolínia;2201705;60;84208454
Bertópolis;3106606;74;30924219
Beruri;1300631;85;99245906
Betânia;2601805;37;90863653
Betânia do Piauí;2201739;82;23310842
Betim;3106705;84;27228377
Bezerros;2601904;43;37364208
Bias Fortes;3106804;41;82698047
Bicas;3106903;26;9949005
Biguaçu;4202305;84;39653003
Bilac;3506409;38;1483617
Biquinhas;3107000;29;39052851
Birigui;3506508;76;75764629
Biritiba-Mirim;3506607;40;37991745
Biritinga;2903607;15;38156471
Bituruna;4102901;96;47944218
Blumenau;4202404;92;93794508
Boa Esperança;3107109;65;25751786
Boa Esperança;3201001;70;43953905
Boa Esperança;4103008;35;4449118
Boa Esperança do Iguaçu;4103024;19;17496303
Boa Esperança do Sul;3506706;10;85924373
Boa Hora;2201770;13;14955413
Boa Nova;2903706;86;57682245
Boa Ventura;2502102;40;72274033
Boa Ventura de São Roque;4103040;73;86798149
Boa Viagem;2302404;64;76467128
Boa Vista;1400100;0;698537481
Boa Vista;2502151;43;9725199
Boa Vista da Aparecida;4103057;56;1616439
Boa Vista das Missões;4302154;32;18546634
Boa Vista do Buricá;4302204;90;99317386
Boa Vista do Cadeado;4302220;34;85641924
Boa Vista do Gurupi;2101970;51;5218931
Boa Vista do Incra;4302238;34;24432544
Boa Vista do Ramos;1300680;34;61015117
Boa Vista do Sul;4302253;47;68449804
Boa Vista do Tupim;2903805;62;18232372
Boca da Mata;2701001;36;50197332
Boca do Acre;1300706;17;89938035
Bocaina;2201804;93;96864287
Bocaina;3506805;27;34963482
Bocaina de Minas;3107208;68;4173199
Bocaina do Sul;4202438;60;68500319
Bocaiúva;3107307;78;42870734
Bocaiúva do Sul;4103107;21;75408036
Bodó;2401651;89;95109522
Bodocó;2602001;34;46319688
Bodoquena;5002159;88;1980181
Bofete;3506904;95;89974156
Boituva;3507001;85;54297348
Bom Conselho;2602100;0;926750237
Bom Despacho;3107406;48;88110277
Bom Jardim;2102002;53;6898467
Bom Jardim;2602209;2;927859463
Bom Jardim;3300506;18;91951976
Bom Jardim da Serra;4202503;98;74155658
Bom Jardim de Goiás;5203401;9;938996301
Bom Jardim de Minas;3107505;46;11099361
Bom Jesus;2201903;72;3018952
Bom Jesus;2401701;31;70793687
Bom Jesus;2502201;22;91999105
Bom Jesus;4202537;97;9155258
Bom Jesus;4302303;43;3713133
Bom Jesus da Lapa;2903904;82;95404617
Bom Jesus da Penha;3107604;66;25989517
Bom Jesus da Serra;2903953;27;92775054
Bom Jesus das Selvas;2102036;99;655581
Bom Jesus de Goiás;5203500;36;47228467
Bom Jesus do Amparo;3107703;50;60084976
Bom Jesus do Araguaia;5101852;4;949459627
Bom Jesus do Galho;3107802;94;14620067
Bom Jesus do Itabapoana;3300605;71;1875771
Bom Jesus do Norte;3201100;66;29632118
Bom Jesus do Oeste;4202578;89;86084141
Bom Jesus do Sul;4103156;93;55392383
Bom Jesus do Tocantins;1501576;36;12235596
Bom Jesus do Tocantins;1703305;72;38520292
Bom Jesus dos Perdões;3507100;76;90828745
Bom Lugar;2102077;27;82983975
Bom Princípio;4302352;45;92460237
Bom Princípio do Piauí;2201919;24;16481171
Bom Progresso;4302378;76;26855956
Bom Repouso;3107901;78;50100616
Bom Retiro;4202602;69;5389683
Bom Retiro do Sul;4302402;62;26903198
Bom Sucesso;2502300;22;57505137
Bom Sucesso;3108008;82;54573676
Bom Sucesso;4103206;5;109249095
Bom Sucesso de Itararé;3507159;23;85255267
Bom Sucesso do Sul;4103222;84;63934574
Bombinhas;4202453;99;50706612
Bonfim;1400159;57;8063844
Bonfim;3108107;26;24066856
Bonfim do Piauí;2201929;33;25662959
Bonfinópolis;5203559;18;33174606
Bonfinópolis de Minas;3108206;48;91633771
Boninal;2904001;27;5999874
Bonito;1501600;52;21906299
Bonito;2602308;3;796847269
Bonito;2904050;94;3741298
Bonito;5002209;1;165957902
Bonito de Minas;3108255;48;19296479
Bonito de Santa Fé;2502409;24;32984074
Bonópolis;5203575;21;5685286
Boqueirão;2502508;43;16448006
Boqueirão do Leão;4302451;98;85761782
Boqueirão do Piauí;2201945;46;12606053
Boquim;2800670;33;28684633
Boquira;2904100;64;62391984
Borá;3507209;41;95496968
Boracéia;3507308;94;38281701
Borba;1300805;76;26451248
Borborema;2502706;34;60776954
Borborema;3507407;5;18250802
Borda da Mata;3108305;30;58472714
Borebi;3507456;68;87725263
Borrazópolis;4103305;88;65988134
Bossoroca;4302501;6;28864749
Botelhos;3108404;27;43420768
Botucatu;3507506;3;940541245
Botumirim;3108503;98;80362413
Botuporã;2904209;61;33504396
Botuverá;4202701;36;77212319
Bozano;4302584;67;52987423
Braço do Norte;4202800;76;69016632
Braço do Trombudo;4202859;39;30216336
Braga;4302600;91;93049409
Bragança;1501709;98;79673608
Bragança Paulista;3507605;52;8934262
Braganey;4103354;64;5118219
Branquinha;2701100;28;953138
Brás Pires;3108701;34;14755225
Brasil Novo;1501725;44;98923822
Brasilândia;5002308;14;48621105
Brasilândia de Minas;3108552;54;69468658
Brasilândia do Sul;4103370;80;49410747
Brasilândia do Tocantins;1703602;82;83805792
Brasiléia;1200104;94;2120027
Brasileira;2201960;61;78354423
Brasília;5300108;32;85619788
Brasília de Minas;3108602;68;10030748
Brasnorte;5101902;78;17750075
Brasópolis;3108909;9;110706503
Braúna;3507704;33;74496671
Braúnas;3108800;57;3815898
Brazabrantes;5203609;64;2437666
Brejão;2602407;74;2833039
Brejetuba;3201159;91;1229617
Brejinho;2401800;4;274784431
Brejinho;2602506;49;78425724
Brejinho de Nazaré;1703701;18;53393226
Brejo;2102101;36;1357086
Brejo Alegre;3507753;63;93041976
Brejo da Madre de Deus;2602605;92;9066636
Brejo de Areia;2102150;74;22387823
Brejo do Cruz;2502805;10;57569232
Brejo do Piauí;2201988;39;5440702
Brejo dos Santos;2502904;59;7266587
Brejo Grande;2800704;84;91573482
Brejo Grande do Araguaia;1501758;40;48112735
Brejo Santo;2302503;22;990672
Brejões;2904308;32;60754883
Brejolândia;2904407;39;1225991
Breu Branco;1501782;30;7858579
Breves;1501808;98;63453117
Britânia;5203807;45;63425891
Brochier;4302659;77;28077465
Brodowski;3507803;42;83337284
Brotas;3507902;14;26105642
Brotas de Macaúbas;2904506;63;99973374
Brumadinho;3109006;39;85540899
Brumado;2904605;2;591581174
Brunópolis;4202875;68;50350492
Brusque;4202909;74;90894182
Bueno Brandão;3109105;33;82460053
Buenópolis;3109204;67;17390424
Buenos Aires;2602704;79;74345377
Buerarema;2904704;89;37667825
Bugre;3109253;41;2792615
Buíque;2602803;86;26418459
Bujari;1200138;0;18490454
Bujaru;1501907;37;3524244
Buri;3508009;11;40995628
Buritama;3508108;81;36308623
